9.507936507936508, 241.29780147473727
80.02380952380952, 126.97435017586695
146.89115646258503, 117.69074811518269
216.5408163265306, 113.59473786419035
283.0034013605442, 111.28827297722638
349.4591836734694, 109.83219967553852
422.2857142857143, 108.72931082230026
492.88775510204084, 107.88533383904323
560.0680272108843, 107.21785871282489
623.2278911564625, 106.72459501830045
753.5918367346939, 106.00422162857052
826.7142857142857, 105.6966754944374
899.3231292517007, 105.42948452580805
971.2380952380952, 105.20204943188332
1041.095238095238, 104.99232152791512
1109.4829931972788, 104.8044706876179
1175.8775510204082, 104.6314496063334
1242.6292517006802, 104.48307499667425
1305.187074829932, 104.35636203464742
1370.8945578231292, 104.244014549954
