2128, 5159.760708739012, 68952
1549, 3519.703985413731, 50220
1670, 3165.2296135186134, 54250
2665, 6292.452226953687, 86434
4, 0.7094232206545887, 132
3154, 9474.498542138266, 102062
1746, 4072.1739699851323, 56546
1618, 2739.8399811124405, 52622
1638, 3395.460833883585, 53108
254, 115.96964738897225, 8318
593, 453.3953213701068, 19324
468, 317.370705081588, 15270
2092, 6235.0577754647575, 67838
2387, 7148.397993066445, 77390
3, 0.22306273266535653, 102
3195, 8471.441180762797, 103442
777, 413.21762288463367, 25412
7, 0.5430238967569488, 238
6, 0.46510422533529244, 204
14, 2.0173408245196365, 468
11, 1.3245083509339668, 370
26, 3.049794226580108, 870
11, 1.3155711786979085, 370
2, 0.15520088061099047, 68
1, 0.07733919094227944, 34
2, 0.155441645726439, 68
5, 0.3885914502904222, 170
6, 0.4656745592948643, 204
8, 0.621714007069111, 272
1, 0.07771831835956484, 34
7, 1.2426931757302346, 232
13, 1.0104210069907775, 442
2537, 7196.585967639178, 82206
163, 59.32227516858244, 5358
2445, 5176.994721141215, 79272
21, 2.7857012355613517, 704
2, 0.1554541440953065, 68
7, 1.2377176233354108, 232
2803, 11742.782147441225, 90686
13, 1.2416652092954765, 440
24, 2.6317093555145363, 808
872, 935.1853397199288, 28440
4, 0.29467061360688623, 136
21, 2.3280772158823457, 708
5, 0.6201219286309642, 168
138, 25.400214746305977, 4578
7, 1.009931411717821, 234
20, 2.8050270456737043, 668
20, 2.48664755047917, 672
1536, 1034.8399789728246, 50340
1536, 1034.8399789728246, 50340
16, 1.7015370044304676, 540
4, 0.5413339982024735, 134
8, 0.8530804506114422, 270
6, 0.4614024238123315, 204
70, 23.36428222893724, 2304
85, 20.520554696238243, 2818
41, 5.477775489232047, 1374
3, 0.4619038988002194, 100
2671, 5199.528520086891, 86828
11, 1.2484814635079269, 370
5, 0.37880174110988485, 170
127, 41.926032367202026, 4176
2561, 4398.413548502309, 83060
282, 195.24835528471584, 9212
2504, 6116.832035524072, 81062
39, 6.1473590690645485, 1296
4, 0.5173238223923462, 134
118, 65.1739301664715, 3862
46, 7.579692662972605, 1532
74, 14.5275501235183, 2452
133, 34.70222835737051, 4392
19, 3.3997071398775307, 628
10, 0.9569483775806708, 338
134, 88.66765034273703, 4390
46, 7.475886241704432, 1542
21, 3.720880384540492, 694
5, 0.367477994919386, 170
21, 3.102131198106329, 700
3051, 5211.826346288123, 98930
3051, 5211.826346288123, 98930
99, 41.96351075350679, 3244
35, 4.315273951769434, 1174
