32, 7319.988891903699, 742
31, 5057.505684610837, 726
34, 4859.1932584255455, 802
51, 8902.772933305489, 1184
1, 72.57101182677161, 24
52, 12677.37869650934, 1198
29, 5766.051302976785, 674
33, 4342.002152055705, 780
31, 5137.497650489372, 724
6, 459.7614032135729, 144
10, 1225.8952600428001, 236
9, 920.2519758516033, 214
40, 8258.231061962659, 932
32, 9349.640579230425, 732
1, 76.22899211264847, 24
59, 11494.61604351102, 1374
9, 1191.3570051080894, 212
2, 158.79454422939642, 48
1, 79.31502966818842, 24
1, 79.47941346138434, 24
2, 159.61651164194265, 48
1, 66.3784023548128, 24
2, 158.52977411233817, 48
1, 79.47951456120796, 24
1, 79.2284447989024, 24
1, 79.64367150836004, 24
1, 79.64367150836004, 24
1, 79.47951456120796, 24
1, 79.64367150836004, 24
1, 79.64367150836004, 24
2, 159.08713948158015, 48
1, 79.64367150836004, 24
52, 9471.121385464709, 1212
4, 300.78888314750753, 96
43, 7938.418560903119, 996
1, 79.2284447989024, 24
1, 79.64367150836004, 24
1, 79.2284447989024, 24
53, 14473.065580338198, 1226
1, 79.47951456120796, 24
2, 149.63422305742506, 48
13, 1886.0686751890769, 304
1, 75.38775281607789, 24
1, 79.47951456120796, 24
1, 79.46225265899554, 24
4, 318.2386422631002, 96
1, 79.53803371449985, 24
2, 151.11519877627242, 48
2, 159.19628398851572, 48
13, 2230.9495122678377, 302
13, 2230.9495122678377, 302
1, 79.13596782933614, 24
1, 79.13596782933614, 24
1, 79.38538914457206, 24
1, 78.78636915395747, 24
2, 159.01070722540146, 48
4, 317.0016626584707, 96
2, 157.98690544465745, 48
1, 78.78636915395747, 24
36, 7504.52595829298, 836
2, 150.3250456365714, 48
1, 77.52427843836765, 24
1, 308.8413208513572, 22
33, 7348.534345087034, 762
8, 621.2176236597122, 192
43, 8770.74430264394, 1002
3, 224.76198201335004, 72
1, 75.63728770759664, 24
4, 302.16488458195664, 96
2, 150.69864780989798, 48
3, 226.6543329931512, 72
3, 225.9195983987441, 72
1, 75.69219921760033, 24
1, 75.31823936565907, 24
1, 302.4569239384014, 22
2, 144.32305519586106, 48
1, 74.77925764406466, 24
1, 75.26980367778248, 24
2, 151.170577351032, 48
47, 8528.272282289494, 1090
47, 8528.272282289494, 1090
2, 150.8519912292692, 48
1, 74.93181810201449, 24
5, 363.1845727694866, 120
3, 215.92192717649652, 72
3, 217.04589712346157, 72
54, 9360.232049081043, 1258
3, 219.8616849937379, 72
2, 146.9258653321679, 48
1, 63.99270882298679, 24
3, 219.17521116672683, 72
2, 145.76322802318924, 48
2, 148.60599133644683, 48
2, 148.6645041506015, 48
1, 74.21205872059764, 24
50, 10295.646734897653, 1158
20, 2346.7733122096083, 472
