9715, 5070.835914769067, 233144, 5081.001553364184, 11982
6372, 3454.3228893887, 152924, 3461.6157627262796, 5244
5673, 3095.7830114559533, 136148, 3102.4913994070644, 2866
11203, 6175.875678282722, 268864, 6190.9376653783875, 7375
18096, 9344.929876310494, 434296, 9358.505417169421, 6856
7446, 4001.9824128895734, 178700, 4002.955420327247, 9366
5616, 2677.642143072793, 134780, 2675.78867660983, 13060
6023, 3323.8770144861696, 144548, 3333.95228022526, 10984
232, 105.36701852657382, 5568, 104.83190785951092, 1065
874, 425.86344617100985, 20968, 427.1945432551877, 2406
592, 296.5631039484657, 14200, 297.1256019706467, 1549
11428, 6145.340782902973, 274264, 6157.542820581962, 4995
13376, 7050.521275807395, 321016, 7061.0119495118015, 4469
16478, 8342.039993096249, 395460, 8352.474004872976, 8681
850, 373.1125639388718, 20400, 375.36331905570705, 4654
1, 0.4380392900412155, 24, 0.10481453710627235, 57
2, 0.8767734138424789, 48, 0.9851665808855341, 175
2, 0.8720776430249997, 48, 0.5266693475089084, 40
5, 2.3653171883393367, 120, 1.8932843432772892, 61
2, 0.8834175327696541, 48, 0.7533916258787656, 116
1, 0.43717010890363395, 24, 0.08320634637961873, 18
1, 0.4332767534213973, 24, 0.7144392451266457, 106
1, 0.4364741129307782, 24, 0.30179604998178305, 79
13889, 7088.736929086555, 333328, 7102.906171695769, 8759
115, 50.9897214901872, 2760, 52.04596444425925, 712
11421, 5076.195905860728, 274104, 5087.185041684564, 6466
3, 1.3104085478959997, 72, 1.4875327277579797, 157
1, 0.43670617582551996, 24, 0.3498020781003162, 110
24156, 11611.142328712125, 579736, 11643.371883048245, 15733
1, 0.4375758393916942, 24, 0.3593173763087664, 54
3, 1.328669731811956, 72, 1.2394564544123845, 54
2023, 895.0536800834586, 48552, 895.5390358775837, 3205
41, 17.746223910464206, 984, 17.65791405024546, 797
2, 0.8748619155164068, 48, 0.886073992506921, 306
1, 0.4328689506782114, 24, 0.449928043010069, 43
4, 1.7311844314626472, 96, 1.6140585393962852, 92
2, 0.8703351271166442, 48, 0.9803401210891726, 184
2204, 956.5589145930817, 52896, 960.5489979383517, 12967
2204, 956.5589145930817, 52896, 960.5489979383517, 12967
2, 0.870683774412471, 48, 0.8344277554232501, 97
1, 0.43438266235377737, 24, 0.3974707431953984, 43
48, 20.815568112889512, 1152, 19.569453602195864, 425
37, 16.054121174159565, 888, 16.622063322942452, 288
10, 4.341732314033951, 240, 3.5440166467743244, 741
9550, 5081.313017487428, 229192, 5088.680391391989, 29689
1, 0.43374257473341266, 24, 0.6585649033342936, 90
78, 34.21754573614285, 1872, 34.75052973077946, 1723
9652, 4281.8893971416155, 231636, 4290.72841386975, 10575
413, 179.11976252099163, 9912, 181.48781898791387, 2669
13832, 6014.278803008167, 331968, 6020.356080934793, 8433
8, 3.534765496114491, 192, 4.029533366612109, 163
136, 58.93635080663908, 3264, 59.05546535803783, 212
12, 5.191280243824278, 288, 5.664988626470409, 217
23, 9.932896673127992, 552, 10.148817514038532, 502
66, 28.493778046379287, 1584, 28.73652830722394, 297
4, 1.7257020530618687, 96, 1.9212494743745923, 93
1, 0.43368436101783203, 24, 0.4065671903667738, 70
194, 83.62026757576916, 4656, 82.65857553153506, 466
14, 6.193893260091314, 336, 5.479566648036438, 24
4, 1.752041317623649, 96, 1.9548221194291588, 379
1, 0.43304374716617566, 24, 0.09288125041728848, 40
4, 1.7276277191615492, 96, 1.998592021365476, 149
11638, 5077.186297764955, 279312, 5094.157820718323, 6095
11638, 5077.186297764955, 279312, 5094.157820718323, 6095
88, 38.11314957410068, 2112, 37.251101380133214, 270
6, 2.6543446202728536, 144, 2.609277881691163, 156
64, 28.264517346109816, 1536, 27.491116813861705, 315
70, 31.003329220872832, 1680, 31.755092753752766, 286
41, 18.12294353480467, 984, 17.418331748209496, 184
15374, 6855.935762715269, 368976, 6871.861611062498, 4996
39, 17.2005406827238, 936, 17.44867257887628, 225
8, 4.018059023951265, 192, 4.42731350370959, 87
47, 20.74130859336596, 1128, 19.94275020835005, 389
6, 2.636742009858448, 144, 2.962770109480379, 137
5, 2.195579070978522, 120, 1.976126885546077, 100
1, 0.43664816612166574, 24, 0.6455287221424311, 209
12, 5.290236626265826, 288, 5.860926976976845, 145
17, 7.505560239566817, 408, 7.894087914205282, 88
14909, 6669.36939093639, 357816, 6687.502547923497, 9684
2409, 1079.6712401822742, 57816, 1078.362881768795, 2735
16266, 7325.508272042881, 390384, 7339.716550620567, 6948
2550, 1160.6682163789994, 61200, 1165.0667724751474, 2099
11953, 5454.060194995783, 286872, 5464.176918154039, 9241
6060, 2773.7302361541724, 145440, 2774.4956121076966, 9423
6455, 2978.69194114348, 154920, 2984.7689214795805, 9707
9273, 4807.696803493751, 222548, 4820.163322499688, 9292
9273, 4807.696803493751, 222548, 4820.163322499688, 9292
9648, 4557.116469511967, 231552, 4568.664599303393, 5463
9849, 4656.218290506183, 236376, 4667.226982672817, 7418
12221, 5668.592429722119, 293304, 5681.851601234007, 8097
12707, 5815.93911605498, 304968, 5832.380771925568, 6524
18680, 8978.423428013948, 448316, 9004.694702771383, 5195
18680, 8978.423428013948, 448316, 9004.694702771383, 5195
